SK_ID_CURR,TARGET
100001,0.06759452399338338
100005,0.09131376587109832
100013,0.04672849850204497
100028,0.023672603450767143
100038,0.06774767618578789
100042,0.04845224130252793
100057,0.09367525475530852
100065,0.13733441722647363
100066,0.10593957594966708
100067,0.11074864656010065
100074,0.026091263459800517
100090,0.0725106865714382
100091,0.10728310377163758
100092,0.036889162937892295
100106,0.10739416108595315
100107,0.11281585311996835
100109,0.04387394916886548
100117,0.052202337278577454
100128,0.13562007352304462
100141,0.0601115803702333
100150,0.09717044248440096
100168,0.03222466946929973
100169,0.03745821117362768
100170,0.10229870903337905
100171,0.06641288310019425
100172,0.07800523299269965
100184,0.07384038896217025
100187,0.041645591399629686
100212,0.033934824328336576
100222,0.04886212639565716
100223,0.09852888323497044
100232,0.10181875135691122
100241,0.22546419361036693
100245,0.0597544284926505
100253,0.058577615060745755
100256,0.1573140009645822
100271,0.01261358811235433
100278,0.15499615046502213
100280,0.10604825979427276
100306,0.1710125107354528
100311,0.05983348710257925
100312,0.05003029782065887
100330,0.08306468703196186
100331,0.08387962775957844
100352,0.04612037264203613
100358,0.054201574147528374
100367,0.04457932445174418
100382,0.15865444125594538
100384,0.1403842074276695
100385,0.08016627667125374
100386,0.1311045003966075
100399,0.021871462263454426
100404,0.06964024122891957
100416,0.07302493371041527
100422,0.06889093041828448
100426,0.03873847943060293
100438,0.1341304534025368
100444,0.19625043187034777
100445,0.10816208191491028
100446,0.1744483198871613
100447,0.06965509185972012
100450,0.05291478119059999
100466,0.020453083063752552
100483,0.0462877352537314
100484,0.014005228240905608
100494,0.08541095888277161
100510,0.056022598588305494
100512,0.058805280931448475
100517,0.048604599950230955
100548,0.04512941186256847
100551,0.10229561059539131
100552,0.08334099961766875
100553,0.0791224448188381
100561,0.08541202031577594
100568,0.17343620644128466
100569,0.06630817858331355
100591,0.07204276026740633
100592,0.07723615684393201
100602,0.11917805809454932
100607,0.054873669383226714
100613,0.05566404086242796
100617,0.14460419998623256
100618,0.0637640990639581
100622,0.13493633126597607
100625,0.10961504120439462
100677,0.07254209751667468
100699,0.07520491510567295
100702,0.15974293154776495
100711,0.051192069044803806
100729,0.04867987036796646
100740,0.19398968689247556
100744,0.20480999861947163
100745,0.05679167113130044
100747,0.14053635350812008
100751,0.05334511776143915
100752,0.030229845234749763
100753,0.17826658039778642
100754,0.03561106303520511
100760,0.04170085497336144
100762,0.058554615362630555
100763,0.17718183666842072
100765,0.10521858868868739
100770,0.1056585539787193
100772,0.06922070174275352
100777,0.10705276244933766
100791,0.08606495641593374
100792,0.06073394145101441
100797,0.06526917015461334
100823,0.09237619852795065
100826,0.07373567714946747
100830,0.06506704307753351
100836,0.12141068268840721
100872,0.09165925940990945
100910,0.0998468184548241
100913,0.02492771471945977
100918,0.20903616899629526
100931,0.04175300699214921
100952,0.07691143251503049
100953,0.058752468083270455
100965,0.05940421339240324
100970,0.08905236214615844
100982,0.22720460649398086
100983,0.08697602519608888
100984,0.08311054167454159
100987,0.08857028948859506
100997,0.1715495564288927
100998,0.1741160125737364
101002,0.04004954985555914
101005,0.07431407823750745
101008,0.11746474194950884
101020,0.10502024820009373
101021,0.08384647427971005
101024,0.0941301503958507
101025,0.18697863425740074
101026,0.01969057836608598
101031,0.0453436011312518
101041,0.052092674327930855
101051,0.04206577227513332
101055,0.0896855945062017
101056,0.21609828141987567
101057,0.13202299631315592
